Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AMP - Simple Super Property Biased,,,,,,,,,,,,,,,,,34294193,32536336.33,29785860.67,23913177.75,9808814.17
AMP - Simple Super Secure,,,,,,,,,,,,,,,,,6264816.75,5968635.08,5462846.25,5057647.5,5105746.25
AMP - Simple Super Security Plus,,,,,,,,,,,,,,,,,267816069.3,260041527.7,239904837.3,203532111.7,172805380.1
AMP - SS - Multi-Manager Growth,,,,,,,,,,,,317500,1511666.67,3477500,5073636.36,4808245.73,4371744.42,4864785,4369715.58,3880467.33,4264565.92
AMP - SS - Multi-Manager High Growth,,,,,,,,,,,,286250,642500,1405833.33,2900909.09,2949874.82,2274217.42,2465700.5,1999363.75,1616790.75,1769033.58
AMP - SS - Multi-Manager Secure Growth,,,,,,,,,,,,71250,181666.67,417500,606363.64,797194.45,539680.92,597427.58,454904.25,390284.58,489155.17
AMP - SuperGuard,333750000,254508333.3,278441666.7,295940000,261361818.2,191791000,152955833.3,120222500,98278333.33,86361666.67,77675000,69767500,62239090.91,55063636.36,49249164.42,45745816.58,43930340.08,41801000.25,39889218.67,38253691.08,36490952.25
AMP - SuperGuard 2 - Gt'eed Pfolio,206500000,19908333.33,1485000,1225000,1151818.18,964000,957500,940833.33,838333.33,697500,540000,521666.67,440000,343636.36,210889.17,157043.17,134712.25,121235.25,105244.17,304996.91,8889.92
AMP - SuperGuard 2 - Managed Pfolio,13808333.33,4725000,494166.67,420833.33,419090.91,410000,325000,286666.67,210000,150000,68333.33,45000,44545.45,41818.18,27961,15441.58,11839.5,12707.33,13295.5,36942.08,15520.67
AMP - SuperGuard 2 - Mature Prop Bias,,,,,,,,,,,,,,,3972650.8,3417303.58,2846612.25,2748466.92,2611349.92,2493920.5,2551672.92
AMP - SuperGuard 2 - Prop Biased,13133333.33,975000,146666.67,118333.33,143636.36,197000,200000,164166.67,217500,214166.67,197500,84166.67,62727.27,92727.27,80032.42,43894.33,31183.83,32641.25,33190.75,50830.83,37217.25
AMP - SuperGuard II Mature - Capital Gtd,133908333.3,168041666.7,133070000,107856666.7,91270000,74637000,61766666.67,50192500,41780000,36158333.33,31593333.33,28220833.33,26048181.82,23240000,20375869.67,18593969,17542018.25,16293016.33,15462883.33,14307719.33,13297020.75
AMP - SuperGuard II Mature - Managed,8433333.33,17000000,16493333.33,15317500,14439090.91,13149000,11824166.67,10678333.33,9421666.67,7404166.67,5800000,5167500,4726363.64,5039090.91,4337788.83,2996319.58,2493508.75,2459546,2045577.25,1846120.25,1970296.08
AMP - SuperGuard Plus DA - Guaranteed,245058333.3,160125000,129669166.7,115042500,101956363.6,86376000,74551666.67,63173333.33,53651666.67,45744166.67,40267500,36462500,32999090.91,29431818.18,25754485.25,22914688.92,22090642.42,21030060.58,19412090.58,18547913,17988072.83
AMP - SuperGuard Plus DA - Managed,140575000,124766666.7,106933333.3,99910000,93810000,87145000,79763333.33,73020000,61575000,48920000,38689166.67,35889166.67,35286363.64,35820000,33959925.17,25713041.92,20924681.08,20586990.92,18432603.67,16443700.17,16762401.75
AMP - SuperGuard Plus DA - Prop Biased,12400000,10358333.33,8840833.33,8690833.33,8460909.09,8108000,7575833.33,6975000,5946666.67,5016666.67,4290000,3980000,4040909.09,4097272.73,3903491.83,3312278.42,2720460.08,2667064.67,2542020.67,2474774.75,2414692.67
AMP - Tailored Super Australian Equities,,,,,,,,,,,,,,,,,8212562.5,7854370.17,7116068.83,5870794.67,5691408.25
AMP - Tailored Super Australian Fxd Int,,,,,,,,,,,,,,,,,382409.25,389707.83,534432.75,1093378.92,1081046.25
AMP - Tailored Super Cash,,,,,,,,,,,,,,,,,4110673.75,3935971.17,3875371.75,3646154.83,2969347.75
AMP - Tailored Super Guaranteed Plus,,,,,,,,,,,,,,,,,261164756.3,272673158.2,271251492.6,250138299.5,209181514.5
AMP - Tailored Super International Eq,,,,,,,,,,,,,,,,,1747330.75,1706470.83,1497469.25,1312968.42,1516124.25
AMP - Tailored Super Managed,,,,,,,,,,,,,,,,,70121006,72936191.75,65930410.67,58498414.17,52444374.67
AMP - Tailored Super Multi-Manager Bal,,,,,,,,,,,,,,,,,55606422.25,56164435.58,55650147.5,53941810.25,58170385
AMP - Tailored Super Multi-ManagerSecure,,,,,,,,,,,,,,,,,3505735.5,3227009.42,3086400.58,3032493.5,3351034.92
AMP - Tailored Super Property,,,,,,,,,,,,,,,,,855472.25,823300.58,799017.42,701635.58,651437.92
AMP - Tailored Super Property Biased,,,,,,,,,,,,,,,,,12269672,11648592.67,10650850.42,9783620,8088678.92
AMP - Tailored Super Secure,,,,,,,,,,,,,,,,,4053016.75,4041495.67,3936630.58,3622318.08,3419368.67
AMP - Tailored Super Security Plus,,,,,,,,,,,,,,,,,133397832.5,135058568.1,136568263.9,135640505,55911631.67
AMP - TS - Multi-Manager Growth,,,,,,,,,,,,228888.89,1363000,2854444.44,4840000,5105178.22,4647709.25,5127232.83,4560968.42,4580246.75,4397036.92
AMP - TS - Multi-Manager High Growth,,,,,,,,,,,,271111.11,1189000,1905555.56,2617000,2596334.22,2180262.17,2254667.08,1996619.83,1550221.17,1862691
AMP - TS - Multi-Manager Secure Growth,,,,,,,,,,,,37500,188000,357777.78,506000,572903.22,564705,599420.42,641091.58,476563.5,379328.83
AMP All Growth,,,,,,,,,,,,,,,,,,,,,
AMP Approved Deposit Fund,258637500,199747500,162536363.6,134554545.5,115989090.9,104497500,,,,,,,,,,,,,,,
AMP Balanced Growth,,,,,,,,,,,,,,,,,,,,,
AMP Cap PST-Australian Bond Index Port,,,,,,433333.33,1708333.33,40666666.67,81166666.67,99480000,80615000,78075000,,,,,,,,,
AMP Cap PST-Australian Bond Port,,,,18375000,39791666.67,81409090.91,112583333.3,84750000,70333333.33,128871000,11192500,7087500,,,,,,,,,
AMP Cap PST-Australian Cash Portfolio,,,,23500000,47833333.33,60916666.67,39833333.33,54916666.67,63833333.33,67202857.14,56554166.67,55350000,100020000,,,,,,,,
AMP Cap PST-Australian Share Portfolio,,,,23685714.29,30216666.67,30760000,14916666.67,17500000,41166666.67,79973000,35943333.33,27287500,,,,,,,,,
AMP Cap PST-Balanced Growth Portfolio,,,,51625000,59166666.67,48916666.67,13833333.33,22333333.33,47083333.33,55644166.67,38888333.33,30175000,,,,,,,,,
AMP Cap PST-Direct Property Portfolio,,,,14375000,35500000,137333333.3,234833333.3,294166666.7,304500000,325012500,329997777.8,312220000,185646250,,,,,,,,
AMP Cap PST-Diversified Income Port,,,,24750000,65083333.33,56250000,68633333.33,94916666.67,89083333.33,32856666.67,,,,,,,,,,,
AMP Cap PST-Diversified Prop Port,,,,7016666.67,33166666.67,195416666.7,362416666.7,481583333.3,556416666.7,536162500,401340833.3,180037500,149633333.3,,,,,,,,
AMP Cap PST-Enhanced Index Share Port,,,,,,850000,3250000,5083333.33,7500000,28325714.29,39037500,7012500,,,,,,,,,
AMP Cap PST-Inflation Indexed Sec Port,,,,5625000,13008333.33,7083333.33,13416666.67,11666666.67,14083333.33,17376666.67,505000,,,,,,,,,,
AMP Cap PST-International Bond Port,,,,21475000,31383333.33,54581818.18,56583333.33,95250000,116250000,91476666.67,40814166.67,12937500,,,,,,,,,
AMP Cap PST-International Sh Idx Port,,,,,,533333.33,5100000,11833333.33,12416666.67,12591666.67,10270000,8250000,,,,,,,,,
AMP Cap PST-International Sh Portfolio,,,,39375000,37666666.67,37250000,8833333.33,14833333.33,20666666.67,20215000,10510000,7050000,,,,,,,,,
AMP Cap PST-Listed Prop Trusts Port,,,,7314285.71,38083333.33,94666666.67,172000000,253416666.7,332666666.7,309103333.3,253747500,152575000,57550000,,,,,,,,
AMP Capital FD Balanced,,,,,,,,,,,,,,,,,,,,,
AMP Capital FD Conservative,,,,,,,,,,,,,,,,,,,,,
AMP Capital FD Growth,,,,,,,,,,,,,,,,,,,,,
AMP Capital FD High Growth,,,,,,,,,,,,,,,,,,,,,
AMP Capital FD Moderately Conservative,,,,,,,,,,,,,,,,,,,,,
AMP Capital Secure DA-Asset Value,,,,,,,,,,,,,,,,,,,,,
AMP Capital Secure Deferred Annuity-Gtd,,,,,,,,,,,,,,,,,,,,,
AMP Conservative,,,,,,,,,,,,,,,,,,,,,
AMP CS-AMP Super Cash,,,,,,,,,,,,,,,,14810770,24977492.58,37170511.75,60776287.67,86358819.58,64163920.75
AMP DA - Cash Share (No entry Fee),0,0,0,0,0,230000,230000,,,,,,,,,,,,,,
AMP DA - Investment Account Asset Value,,,,,,,,,,,,,,,,,,,,,
AMP DA - Investment Account Guaranteed,,,,,,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP All Growth,11300000,20400000,22266666.67,25104166.67,26570000,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Aus Shr,10691666.67,14783333.33,15116666.67,16808333.33,18872500,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Balanced Gr,39741666.67,60341666.67,61500000,65845833.33,69045000,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Cap Gtd FI,61541666.67,54600000,46500000,44520833.33,41773750,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Cons,46908333.33,57208333.33,51316666.67,50773333.33,48807500,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Direct Prp,200000,200000,200000,190833.33,185000,,,,,,,,,,,,,,,,
AMP Deferred Annuity NEF-AMP Int Share,1341666.67,1925000,1950000,1788333.33,1971250,,,,,,,,,,,,,,,,
AMP Deferred Annuity-AMP All Growth,78566666.67,97033333.33,95925000,101281666.7,103175833.3,94150000,86235000,79899166.67,70282500,55136363.64,41620000,40623636.36,41775000,44586666.67,45661818.18,31915969.27,24035815,24190732.58,21147674.42,18660949.08,19715644.58
AMP Deferred Annuity-AMP Aus Share,36291666.67,47258333.33,48425000,57756666.67,67140000,53440833.33,43775833.33,38348333.33,102809166.7,91248181.82,74503750,78324545.45,82688333.33,86172500,89329090.91,62642118.73,48505557.58,49361392,41436345.58,33850992.75,34933260.58
AMP Deferred Annuity-AMP Balanced Growth,127483333.3,170741666.7,171583333.3,172990833.3,173126666.7,166849166.7,148191666.7,127222500,241529166.7,196350909.1,148707777.8,143235454.6,141414166.7,144777500,148535000,186493163.4,139307406.2,133611409,114710169,97064289.75,95824546.58
AMP Deferred Annuity-AMP Cap Secure(NEF),1147866667,831490909.1,645808333.3,532800000,445299090.9,363852727.3,290501818.2,231596666.7,,,,,,,,,,,,,
AMP Deferred Annuity-AMP Capital Gtd FI,199516666.7,152775000,124358333.3,118949166.7,106897500,79188333.33,60669166.67,41559166.67,122635833.3,102639090.9,92017777.78,76957272.73,65126666.67,55974166.67,47207272.73,40080855.64,36130249.67,30106774.08,25890561.33,23587933.75,20536727
AMP Deferred Annuity-AMP Conservative,106508333.3,125925000,110216666.7,105724166.7,100404166.7,85437500,66194166.67,48905833.33,67000000,53464166.67,42792222.22,37145454.55,35349166.67,32405833.33,30069090.91,23323636.09,18909405,17412992.83,15329668.08,12949766.92,11953151.08
AMP Deferred Annuity-AMP Direct Property,12450000,9283333.33,8425000,7709166.67,7339166.67,6880833.33,5965000,5087500,38520833.33,34665454.55,29860000,26300909.09,24305833.33,23285000,22623636.36,19095620.36,14454527.83,12476269.58,10839869.58,9027054.83,7848307.58
AMP Deferred Annuity-AMP Int Share,4800833.33,5800000,5566666.67,5675000,5992500,6518333.33,6248333.33,6309166.67,10510000,7268181.82,4865555.56,4411818.18,4085454.55,4066666.67,3440000,2108095.45,1516582,1349946,1116978.25,953784.58,1070909.5
AMP Deferred Annuity-AMP Investment Acct,674077777.8,520936363.6,426008333.3,365483333.3,314323636.4,263992727.3,216090909.1,179323333.3,,,,,,,111530000,102843737,91002169.67,82972816.33,73506947.83,64658726.83,58417194
AMP Deferred Annuity-AMP Prtcd Gr (<65),220727272.7,192108333.3,168166666.7,154708333.3,136387500,111890833.3,89160833.33,72191666.67,57516666.67,50216000,40323333.33,,,,24850000,21785541.64,17032848.08,16436128.25,15675665.75,14344320,13442162.25
AMP FL Super-Professional Balanced,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Professional Conservative,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Professional Growth,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Professional High Growth,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Professional Mod Cons,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Specialist Aus Small Co,,,,,,,,,,,,,2702000,3940000,12663636.36,37651199.91,34676250.33,50223734.83,64836460.67,64658310.25,64787919.83
AMP FL Super-Specialist Australian Shr,,,,,,,,,,,2486666.67,46040909.09,80766666.67,37938333.33,71457000,264104913.9,239381740.3,268514120.7,252469267.8,226109670.3,241532891.3
AMP FL Super-Specialist Divers Fixed Inc,,,,,,,,,,,,,,,,,,,,,
AMP FL Super-Specialist Geared Aus Share,,,,,,,,,,,,,6756000,8077500,26634545.45,81390479.64,83458990.08,118403492.5,115322916.3,102081197.1,129833434.8
AMP FL Super-Specialist Hedged Intl Shr,,,,,,,,,,,,,1021000,1973333.33,6016363.64,27609709.27,25382223.5,31717543.25,33367620.25,30758707.25,32923374
AMP FL Super-Specialist Intl Shr,,,,,,,,,,,3370000,66022727.27,42376666.67,22736666.67,35022000,139728395.4,114911252.5,118104646.8,105322492.5,95171674.33,108051780.3
AMP FL&CS-Alternative Index,,,,,,,,,,,,,,,,,,,,,3130556.43
AMP FL&CS-Australian Share Index,,,,,,,,,,,160000,14840909.09,45826666.67,9665833.33,20205454.55,85930243.55,68768165.17,70064334.83,62881612.67,55076032.33,58251223.42
AMP FL&CS-Balanced Index,,,,,,,,,,,,,,,8070000,9193796.73,12702649.67,20583398.08,23131583.58,27284686.75,40028416.5
AMP FL&CS-Cautious Index,,,,,,,,,,,,,,,,,,582334.14,2555484.42,6172503.25,10907527.67
AMP FL&CS-Conservative Index,,,,,,,,,,,,,,,3200000,4302248.09,5772241.58,6577145.83,7481014.75,11378672.92,13384050.17
AMP FL&CS-Growth Index,,,,,,,,,,,,,,,,,,86764.88,961696.25,1692333.42,3757038.5
AMP FL&CS-High Growth Index,,,,,,,,,,,,,,,,,,261570.71,1632302.83,2800772.5,5818831.67
AMP FL&CS-International Share Index,,,,,,,,,,,,,985714.29,1415000,2611818.18,12256175.55,11760277.5,12114478.83,12406125.67,12005507.33,15280638.67
AMP FL&CS-Moderately Conservative Index,,,,,,,,,,,,,,,,,,306059.43,1761886.58,5376935.67,13028092.17
AMP FL&CS-Specialist Prpty & Infras,,,,,,,,,,,,,2143000,7052500,19715454.55,86957541,78260888.25,113141853.8,125272717.8,122296260.3,131244265.7
AMP FLS&CS-Aberdeen Emg Opps,,,,,,,,,,,,,,,,,,2156706.38,6545330.92,11019219.17,16911967.75
AMP FLS&CS-ABN AMRO Global Equity,,,,,,,,22361111.11,71456666.67,97113636.36,115210000,143108000,139968333.3,155023750,,,,,,,
AMP FLS&CS-AHL Alpha,,,,,,,,,,,,,,,,,,,46959.5,3304706.42,8857607.58
AMP FLS&CS-Alliance Global Technology,,,,,,,,,,,,,,1355714.29,1605454.55,1289956.82,979735,993600.4,,,
AMP FLS&CS-Alliance International Share,,,,,,,,,,,,,4524000,22519000,76595454.55,59985534.55,43115443.33,42838977.3,1,,
AMP FLS&CS-AMP Active Balanced,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP All Growth,,,,2877500,15695000,47804166.67,95355000,317523333.3,364264166.7,362245454.6,315472222.2,352821818.2,412444166.7,560182500,1016110000,1191837225,1063314934,1165543613,1114968241,1072609684,1203154143
AMP FLS&CS-AMP Australian Bond,,,,,,,,1659000,88278181.82,98866363.64,125243000,119843636.4,114959166.7,113920833.3,110162727.3,137064752.6,221806094.3,238206259.1,247936283.3,274181873.8,252815311.4
AMP FLS&CS-AMP Australian Property,,,,,,,,,109992000,96155555.56,93002500,94348181.82,93625833.33,95758333.33,101388181.8,82984296.18,55884563.33,50769559.08,45205604.83,41348973.75,38216148.08
AMP FLS&CS-AMP Australian Share,,,,2530000,19350000,61715833.33,122442500,361511666.7,740340000,880450909.1,835006000,945885454.6,1113073333,1285179167,1466003636,1241133012,1046310962,1121401446,1021256749,905678977.5,977385884
AMP FLS&CS-AMP Australian Share Index,,,,,,,,2793636.36,8006363.64,11558181.82,11882500,13602727.27,14260000,,,,,,,,
AMP FLS&CS-AMP Balanced Direct,,,,4645000,26853333.33,118179166.7,260548333.3,902179166.7,983885833.3,1036600833,1077665000,1239281818,1491780833,1719297500,1312046667,,,,,,
AMP FLS&CS-AMP Balanced Growth,,,,7145000,46025833.33,147209166.7,338370000,891490000,1968438333,2072440000,1886550000,2062927273,2243785833,2656662500,3807440000,6085473169,5278844020,5651054661,5558300898,5405122703,5957511323
AMP FLS&CS-AMP Capital Asian Equity Gr,,,,,,,,,,,,,,,,,,132886,464785.83,831602.08,1284099.17
AMP FLS&CS-AMP Capital Aus Eq Concentr,,,,,,,,,,,,,,,,,,,,175591.14,1337793.58
AMP FLS&CS-AMP Capital Aus Eq Opportun,,,,,,,,,,,,,,,,,,,,165363.67,9900656.67
AMP FLS&CS-AMP Capital Corporate Bond,,,,,,,,,,,,,,,,,1463980,8278765.33,28508751.5,57712988.33,79551566.83
AMP FLS&CS-AMP Capital Dynamic Markets,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP Capital Enhanced Yield,,,,,,,,,,,,,,,,618244.67,631221.25,605707.83,451378.58,52698.08,14296.67
AMP FLS&CS-AMP Capital Gl Listd Infras,,,,,,,,,,,,,,,,,,,,,68216.5
AMP FLS&CS-AMP Capital Global Prp Secs,,,,,,,,,,,,,,,,,,89766,1947545.5,7359304.83,12439872.83
AMP FLS&CS-AMP Capital Multi-Asset,,,,,,,,,,,,,,,,,,,141191,2211074.42,4736112.42
AMP FLS&CS-AMP Cash Plus,,,,,,176714285.7,193258333.3,177380000,224318181.8,209899090.9,227871428.6,680028181.8,196887500,181105000,232848181.8,755867451.6,744550801,689640461.9,656534116.1,634026967.9,588437357.8
AMP FLS&CS-AMP Conservative,,,,1347500,13610000,49417500,80839166.67,101735833.3,173900833.3,188575000,203807000,217990909.1,216106666.7,246874166.7,392173636.4,644070704,611340543.8,663239315.6,685724490.3,702143919.8,752560708.4
AMP FLS&CS-AMP Equity,,,,,,,,,,1832222.22,23193000,123759090.9,17575833.33,21972500,47770909.09,215808740,191114700.2,207015979.3,186162280.7,162309546.8,174750094
AMP FLS&CS-AMP Global Gr Opportunities,,,,,,,,43396363.64,112768181.8,109282500,89952222.22,88504545.45,83325000,92208750,,,,,,,
AMP FLS&CS-AMP Global Technology,,,,,,,,,,155555.56,813333.33,2137272.73,9882500,335000,,,,,,,
AMP FLS&CS-AMP High Growth,,,,,,,,38188888.89,294206666.7,327885833.3,327997777.8,389785454.6,436900833.3,626046666.7,1496304545,2079266744,1919824375,2147516490,2170217041,2190490933,2521488301
AMP FLS&CS-AMP International Bond,,,,,,,,7008181.82,28352727.27,66765000,109687000,105850000,99750000,91799166.67,83993636.36,74575791.36,65826162.33,68179843,61316127.67,55584948.83,50019594.58
AMP FLS&CS-AMP International Share,,,,852500,6610000,28349166.67,109360000,309007500,381205833.3,367150000,300847000,298525454.6,305042500,341325833.3,339974545.5,269981360.6,213812536.3,212335930.3,194250483.1,176331676.4,203585457.1
AMP FLS&CS-AMP LifeStages Consol'dn,,,,,,57485714.29,97108333.33,151835714.3,191045454.6,220304166.7,187000000,358205454.6,341659166.7,397665555.6,,,,,,,
AMP FLS&CS-AMP LifeStages Estblmt,,,,,,10157142.86,23983333.33,46367142.86,62700000,79238181.82,73387777.78,183199090.9,162550000,148536666.7,,,,,,,
AMP FLS&CS-AMP LifeStages Growth,,,,,,56757142.86,114225000,201088571.4,270118181.8,321781818.2,291862222.2,702800000,574474166.7,681423333.3,,,,,,,
AMP FLS&CS-AMP LifeStages Maturity,,,,,,72942857.14,116366666.7,155472857.1,188463636.4,225606363.6,209040000,366686363.6,350124166.7,386644444.4,,,,,,,
AMP FLS&CS-AMP LifeStages Progression,,,,,,86200000,159191666.7,259691428.6,322790909.1,370582727.3,319420000,696622727.3,629562500,772592222.2,,,,,,,
AMP FLS&CS-AMP LifeStages Stability,,,,,,57185714.29,100775000,148384285.7,181490909.1,206390909.1,180155555.6,328310909.1,304950833.3,358366666.7,,,,,,,
AMP FLS&CS-AMP Listed Property Trust,,,,917500,13888333.33,59373333.33,106425833.3,131497500,156376666.7,233780000,315664000,355438181.8,420442500,492516666.7,596058181.8,410574812,256779868.9,289960156.4,254016765.2,246228713.8,264081401.2
AMP FLS&CS-AMP Moderate Growth,,,,942500,10015833.33,43180000,87699166.67,151206666.7,164566666.7,174116666.7,155432222.2,152997272.7,153572500,215355833.3,619941818.2,1245090138,1223540935,1383719235,1452057790,1541046155,1770427692
AMP FLS&CS-AMP MySuper 1950s,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP MySuper 1960s,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP MySuper 1970s,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP MySuper 1980s,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP MySuper 1990s,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP MySuper Capital Stable,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP Secure Cash,,,,,,,125454285.7,119196666.7,306508000,309390000,245648333.3,211232222.2,180553333.3,160462500,153055454.6,130327262.4,123359108.4,116574100.7,109533324.5,103421447.2,96961831.5
AMP FLS&CS-AMP Secure Choice (CS),,,,,,733100000,753716666.7,707020000,636490909.1,603591428.6,516852500,421133750,346916666.7,281970833.3,252514545.5,172484375.1,148556078.8,130030207.3,113371761.3,96293222.33,82484879.25
AMP FLS&CS-AMP Sustain Fut Bal Growth,,,,,,,,,,388888.89,3673333.33,12588181.82,2739166.67,2702500,,,,,,,
AMP FLS&CS-AMP Sustain Future Int Sh,,,,,,,,,,238750,2182500,7429090.91,1748333.33,1283750,,,,,,,
AMP FLS&CS-AMP Sustainable Future Aus Sh,,,,,,,,,,326666.67,2804000,18190000,4369166.67,4362500,6859090.91,20052343.91,16143458.5,15412904,,,
AMP FLS&CS-AMP Term Deposit 3 Months,,,,,,,,,,,,,,,,,,,,,
AMP FLS&CS-AMP Value Plus,,,,,,,,,,,70000,5300000,10539166.67,3276666.67,4217272.73,10753996.09,8584674.67,9090345.8,,,36
